STOK KODU	STOK İSMİ	CİNSİ	MUHASEBE KODU	MUHASEBE HESAP İSMİ	STOK İADE MUHASEBE KODU	STOK İADE MUHASEBE HESAP İSMİ	YURT İÇİ SATIŞ MUHASEBE KODU	YURT İÇİ SATIŞ MUHASEBE HESAP İSMİ	YURT DIŞI SATIŞ MUHASEBE KODU	YURT DIŞI SATIŞ MUHASEBE HESAP İSMİ	SATIŞ İADE MUHASEBE KODU	SATIŞ İADE MUHASEBE HESAP İSMİ
150.05.09.SPTR-006	SEPARATÖR 28 CM TENCERE	İlk madde ve malzeme	150.01.01.05.009	Seperatör - Çap	150.01.01.05.009	Seperatör - Çap	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.10.KKLV-B13	KULLANMA KLAVUZU (Granit Tava) 3221	İlk madde ve malzeme	150.01.01.05.010	Kullanma Kılavuzu - Garanti Belgesi	150.01.01.05.010	Kullanma Kılavuzu - Garanti Belgesi	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.10.KKLV-D14	KULLANMA KILAVUZU (Düdüklü Tencere 14 LT)	İlk madde ve malzeme	150.01.01.05.010	Kullanma Kılavuzu - Garanti Belgesi	150.01.01.05.010	Kullanma Kılavuzu - Garanti Belgesi	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.11.KBAN-016	ŞEFFAF BANT 45X100	İlk madde ve malzeme	150.01.01.05.011	Koli Bantı	150.01.01.05.011	Koli Bantı	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.12.STRC-001	STRECH FİL 17 MİC	İlk madde ve malzeme	150.01.01.05.012	Strech	150.01.01.05.012	Strech	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.1450	KANAT- 8110011450 KANASOL KREM	İlk madde ve malzeme	150.01.01.03.005	Teflon Granit Boya	150.01.01.03.005	Teflon Granit Boya	600.01.04.30.025	Teflon - Granit Boya	601	YURT DIŞI SATIŞLAR	610.01.04.30.025	Teflon Granit Boya
150.05.06.VNAY-003	VAKUM POŞETİ P.E SHRİNK RULO 50/75 8/RL Kg	İlk madde ve malzeme	150.01.01.05.006	Vakum Poşeti	150.01.01.05.006	Vakum Poşeti	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.08.ETKT-003	ETİKET (PAPATYA DESENLİ SARI METALİK ÇIKARTMA)	İlk madde ve malzeme	150.01.01.05.008	Etiket - Sticker	150.01.01.05.008	Etiket - Sticker	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.08.ETKT-004	ETİKET ÇAP 3 CM YAPIŞKANLI DAİRE PEMBE	İlk madde ve malzeme	150.01.01.05.008	Etiket - Sticker	150.01.01.05.008	Etiket - Sticker	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.08.ETKT-005	ETİKET ORBİT KUSKUS	İlk madde ve malzeme	150.01.01.05.008	Etiket - Sticker	150.01.01.05.008	Etiket - Sticker	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.08.ETKT-006	ETİKET KÜÇÜK BOY TENCERE GÖVDE	İlk madde ve malzeme	150.01.01.05.008	Etiket - Sticker	150.01.01.05.008	Etiket - Sticker	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.08.STCK-002	STICKER ŞEFFAF GRANİT TENCERE 35x27	İlk madde ve malzeme	150.01.01.05.008	Etiket - Sticker	150.01.01.05.008	Etiket - Sticker	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.09.SPTR-002	SEPERATÖR ELİTE KLASİK 12 PCS SET İÇ	İlk madde ve malzeme	150.01.01.05.009	Seperatör - Çap	150.01.01.05.009	Seperatör - Çap	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.09.SPTR-003	SEPERATÖR 14.5x25 CM GÜVEÇ SET	İlk madde ve malzeme	150.01.01.05.009	Seperatör - Çap	150.01.01.05.009	Seperatör - Çap	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-050	TORBA 50x16 BASKISIZ KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-051	TORBA 50x40 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-052	TORBA 50x50 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-056	TORBA 56x58 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-060	TORBA 60x60 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-061	TORBA 45x40 BASKILI KÖPÜK (Tava)	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-062	TORBA 50x30 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.05.HPST-056	HIŞIR TORBA 56x58	İlk madde ve malzeme	150.01.01.05.005	Hışır Poşet	150.01.01.05.005	Hışır Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-030	TORBA 30x30 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-031	TORBA 30x35 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-035	TORBA 35x35 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600.01.04.09.047	Naylon Poşet Torba	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-036	TORBA 35x40 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-040	TORBA 40x40 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-041	TORBA 40x35 BASKILI KÖPÜK (Tava)	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-045	TORBA 45x35 BASKILI KÖPÜK (Tava)	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-048	TORBA 48x40 BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.03.S.TNC-30	DIŞ KOLİ SERAMİK TENCERE 30 cm 665x450x465 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TV-024	DIŞ KOLİ SERAMİK TAVA 24 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.Y.TN-200	DIŞ KOLİ GRANİT YELPAZE TENCERE Ø 20 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.Y.TN-220	DIŞ KOLİ GRANİT YELPAZE TENCERE Ø 22 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.Y.TN-240	DIŞ KOLİ GRANİT YELPAZE TENCERE Ø 24 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.Y.TN-280	DIŞ KOLİ GRANİT YELPAZE TENCERE Ø 28 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.04.KPST-020	TORBA 8x20 BASKILI KÖPÜK (Sap)	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.04.KPST-025	TORBA 25x25  BASKILI KÖPÜK	İlk madde ve malzeme	150.01.01.05.004	Köpük Poşet	150.01.01.05.004	Köpük Poşet	600	YURT İÇİ SATIŞLAR	601	YURT DIŞI SATIŞLAR	610	SATIŞTAN İADELER (-)
150.05.03.S.TAV-22	DIŞ KOLİ SERAMİK TAVA 22 cm 635x250x365	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TAV-26	DIŞ KOLİ SERAMİK TAVA 26 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TAV-28	DIŞ KOLİ SERAMİK TAVA 28 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TAV-30	DIŞ KOLİ SERAMİK TAVA 30 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TNC-20	DIŞ KOLİ SERAMİK TENCERE 20 cm 455x355x490 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TNC-22	DIŞ KOLİ SERAMİK TENCERE 22 cm 495x370x535 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TNC-26	DIŞ KOLİ SERAMİK TENCERE 26 cm 575x427x575 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TNC-28	DIŞ KOLİ SERAMİK TENCERE 28 cm 615x435x450 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-363	DIŞ KOLİ GRANİT TAVA 20 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-364	DIŞ KOLİ GRANİT TAVA 18 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TVC-362	DIŞ KOLİ 32 CM HAMSİ ÇİFT TARAFLI TAVA	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-K24	DIŞ KOLİ GRANİT KREP TAVA 24 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-K26	DIŞ KOLİ GRANİT KREP TAVA 26 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-K28	DIŞ KOLİ GRANİT KREP TAVA 28 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.WOK-28	DIŞ KOLİ GRANİT WOK TAVA 28 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.S.TAV-20	DIŞ KOLİ SERAMİK TAVA 20 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-282	DIŞ KOLİ GRANİT TAVA WOOK 28 cm 605x470x440	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-30	DIŞ KOLİ GRANİT KÜRE TAVA 30CM	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-300	DIŞ KOLİ GRANİT TAVA 30 cm 800x330x420 (12 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-301	DIŞ KOLİ GRANİT TAVA 30 cm (4 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-320	DIŞ KOLİ GRANİT BALIK TAVA 32 CM	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-360	DIŞ KOLİ GRANİT BALIK TAVA	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-361	DIŞ KOLİ GRANİT BALIK TAVA (Küçük)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-362	DIŞ KOLİ GRANİT BALIK TAVA (Yuvarlak)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.362	DIŞ KOLİ 32 CM HAMSİ TAVA	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.363	DIŞ KOLİ 34 CM HAMSİ TAVA	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-221	DIŞ KOLİ GRANİT TAVA 22 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-260	DIŞ KOLİ GRANİT TAVA 26 cm 725x290x400 (12 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-261	DIŞ KOLİ GRANİT TAVA 26 cm (4 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-28	DIŞ KOLİ GRANİT KÜRE TAVA 28CM	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-280	DIŞ KOLİ GRANİT TAVA 28 cm 765x305x400 (12 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV-281	DIŞ KOLİ GRANİT TAVA GRİLL 28 cm 640x510x400	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TP-305	DIŞ KOLİ GRANİT TEPSİ 34X4 CM 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.02.26	DIŞ KOLİ GRANİT KÜRE TAVA 26CM	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.02.28	DIŞ KOLİ GRANİT KÜRE TAVA 28CM	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.02.30	DIŞ KOLİ GRANİT KÜRE TAVA 30CM	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.320	DIŞ KOLİ GRANİT TAVA 3216	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.321	DIŞ KOLİ GRANİT TAVA 3219	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.360	DIŞ KOLİ GRANİT TAVA 3215	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TV.361	DIŞ KOLİ 28 CM HAMSİ TAVA	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-11	DIŞ KOLİ GRANİT TAVA 24 cm )	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-22	DIŞ KOLİ GRANİT BASIK TENC 22 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-24	DIŞ KOLİ GRANİT BASIK TENC 24 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-26	DIŞ KOLİ GRANİT BASIK TENC 26 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-28	DIŞ KOLİ GRANİT BASIK TENC 28 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-281	DIŞ KOLİ GRANİT BASIK TENC 28 cm (4 Ad.)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-30	DIŞ KOLİ GRANİT BASIK TENC 30 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TNS-32	DIŞ KOLİ GRANİT BASIK TENC 32 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-215	DIŞ KOLİ GRANİT KÜRE TENC 28 cm 620x370x450 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-216	DIŞ KOLİ GRANİT KÜRE TENC 30 cm 655x380x475 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-220	DIŞ KOLİ GRANİT TENC 22 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-240	DIŞ KOLİ GRANİT TENC 24 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-260	DIŞ KOLİ GRANİT TENC 26 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-280	DIŞ KOLİ GRANİT TENC 28 cm 620x370x450 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-300	DIŞ KOLİ GRANİT TENC 30 cm 655x380x475 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-301	DIŞ KOLİ GRANİT TENC 30 cm (4 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN.02.26	DIŞ KOLİ GRANİT KÜRE TENC 26 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-180	DIŞ KOLİ GRANİT TENC 18 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-200	DIŞ KOLİ GRANİT TENC 20 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-210	DIŞ KOLİ GRANİT KÜRE TENC 18 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-211	DIŞ KOLİ GRANİT KÜRE TENC 20 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-212	DIŞ KOLİ GRANİT KÜRE TENC 22 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-213	DIŞ KOLİ GRANİT KÜRE TENC 24 cm 575x435x390 (8Ad) 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.TN-214	DIŞ KOLİ GRANİT KÜRE TENC 26 cm 575x435x390 (8 Ad)	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.KUS-24	DIŞ KOLİ GRANİT KUSKUS 24 cm 	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
150.05.03.G.SAC-01	DIŞ KOLİ GRANİT SAC KAVURMA 40 cm	İlk madde ve malzeme	150.01.01.05.003	Dış Koli	150.01.01.05.003	Dış Koli	600.01.04.30.113	Dış Koli			610.01.04.30.113	Dış Koli
